hsa-miR-191-3p,164676
hsa-let-7b-5p,5073
hsa-miR-617,2995
hsa-miR-548c-5p,36314
hsa-miR-660-5p,4091
hsa-miR-376c-3p,10635
hsa-miR-452-5p,448537
hsa-miR-17-5p,73581
hsa-miR-15a-5p,60838
hsa-miR-19a-3p,5790
hsa-miR-425-5p,5283344
hsa-miR-1291,162282
hsa-miR-632,5793
hsa-miR-150-5p,5283740
hsa-miR-641,2336
hsa-miR-425-5p,5793
hsa-miR-526b-5p,47318
hsa-miR-382-5p,73581
hsa-miR-758-3p,455658
hsa-miR-10b-5p,6089
hsa-miR-224-5p,451668
hsa-miR-205-5p,3385
hsa-miR-18a-3p,9804992
hsa-miR-10b-5p,1832
hsa-miR-149-3p,31101
hsa-miR-24-3p,446220
hsa-miR-30b-5p,216239
hsa-miR-623,2733526
hsa-miR-432-5p,9444
hsa-miR-221-3p,1832
hsa-miR-374b-5p,36462
hsa-miR-629-3p,387447
hsa-miR-221-3p,13342
hsa-miR-99b-5p,107985
hsa-miR-221-3p,5280961
hsa-miR-1260a,13342
hsa-miR-650,23973
hsa-miR-181a-5p,31401
hsa-miR-330-3p,5743
hsa-miR-874-3p,123596
hsa-miR-214-3p,387447
hsa-miR-181b-5p,445154
hsa-miR-582-5p,3386
hsa-miR-211-5p,229455
hsa-miR-99b-5p,4095
hsa-miR-373-3p,60700
hsa-miR-423-5p,6013
hsa-let-7e-5p,5743
hsa-miR-449a,5281708
hsa-miR-19b-3p,5310940
hsa-miR-513b-5p,122634
hsa-miR-553,5073
hsa-miR-30a-3p,1832
hsa-miR-645,162282
hsa-miR-25-3p,5281708
hsa-miR-559,5283740
hsa-miR-202-3p,6013
hsa-miR-143-3p,60953
hsa-miR-150-5p,5283344
hsa-miR-9-3p,11953817
hsa-miR-590-5p,3386
hsa-miR-638,2733526
hsa-miR-29c-3p,14888
hsa-miR-203a-3p,784
hsa-miR-194-3p,60953
hsa-miR-30c-5p,135398735
hsa-miR-575,3229
hsa-miR-96-5p,162282
hsa-miR-194-5p,5283740
hsa-miR-190a-5p,969516
hsa-miR-612,15625
hsa-miR-139-5p,15625
hsa-miR-124-3p,6279
hsa-miR-936,31401
hsa-miR-27b-3p,5280961
hsa-miR-30b-5p,119307
hsa-miR-146a-5p,162282
hsa-miR-155-5p,36314
hsa-miR-125b-5p,2733526
hsa-miR-371a-3p,73581
hsa-miR-492,162282
hsa-miR-30e-5p,14888
hsa-miR-575,4095
hsa-miR-17-5p,5311
hsa-miR-451a,72304
hsa-miR-664a-3p,5283740
hsa-miR-30c-1-3p,13089
hsa-miR-202-5p,122634
hsa-miR-27b-3p,5281708
hsa-miR-149-3p,5281708
hsa-miR-9-5p,72304
hsa-miR-921,5283344
hsa-miR-522-3p,3117
hsa-miR-186-3p,60852
hsa-miR-493-3p,60838
hsa-miR-365a-3p,119307
hsa-miR-519c-5p,7222
hsa-miR-320d,2733526
hsa-miR-296-5p,3564
hsa-miR-129-2-3p,5073
hsa-miR-514a-3p,4212
hsa-miR-205-5p,1832
hsa-miR-642a-5p,24497
hsa-miR-596,6623
hsa-miR-769-5p,2995
hsa-miR-429,3229
hsa-miR-425-5p,3121
hsa-miR-335-5p,5283344
hsa-miR-22-5p,60823
hsa-miR-671-5p,24497
hsa-miR-542-3p,60852
hsa-miR-940,3071
hsa-miR-125a-3p,3028194
hsa-miR-296-5p,36462
hsa-miR-92b-3p,60838
hsa-miR-510-5p,216239
hsa-miR-320c,122634
hsa-miR-1915-3p,47318
hsa-miR-335-5p,9444
hsa-miR-31-5p,60700
hsa-miR-25-3p,4091
hsa-miR-92a-2-5p,8642
hsa-miR-671-5p,60750
hsa-miR-1268a,2578
hsa-miR-144-3p,31101
hsa-miR-498-5p,5283344
hsa-miR-422a,7222
hsa-miR-590-5p,6623
hsa-miR-620,6623
hsa-miR-454-5p,60750
hsa-miR-19a-3p,3121
hsa-miR-621,4158
hsa-miR-629-5p,60953
hsa-miR-513a-5p,135398735
hsa-miR-221-3p,60852
hsa-miR-205-5p,14888
hsa-miR-126-5p,60838
hsa-miR-627-5p,162282
hsa-miR-23a-5p,5283344
hsa-miR-326,14888
hsa-miR-150-5p,5311
hsa-miR-26a-5p,15625
hsa-miR-330-3p,11953817
hsa-miR-1229-3p,36314
hsa-miR-328-3p,11953817
hsa-miR-106a-5p,9804992
hsa-miR-1181,5793
hsa-miR-30b-5p,9444
hsa-miR-450a-5p,5288209
hsa-miR-644a,13089
hsa-miR-524-3p,448537
hsa-miR-375-3p,5310940
hsa-miR-518a-5p,445154
hsa-miR-27b-5p,5790
hsa-miR-302c-3p,8642
hsa-miR-99b-5p,712
hsa-miR-653-5p,72304
hsa-miR-611,135398735
hsa-miR-450a-5p,445154
hsa-miR-603,23973
hsa-miR-371a-5p,135398735
hsa-miR-329-3p,4212
hsa-miR-603,444795
hsa-miR-522-3p,13089
hsa-miR-125a-5p,164676
hsa-miR-1275,5288826
hsa-miR-525-5p,9804992
hsa-miR-620,444795
hsa-miR-342-3p,6623
hsa-miR-509-3p,5790
hsa-miR-125a-3p,11953817
hsa-miR-191-3p,6013
hsa-miR-1181,444732
hsa-miR-202-3p,123596
hsa-miR-148a-3p,448537
hsa-miR-214-3p,784
hsa-miR-92b-3p,89594
hsa-miR-34a-5p,36314
hsa-miR-19b-3p,148124
hsa-miR-99b-5p,6279
hsa-miR-151a-3p,107985
hsa-miR-217-5p,445154
hsa-miR-217-5p,73581
hsa-miR-936,216239
hsa-let-7f-5p,7222
hsa-miR-760,114900
hsa-miR-524-5p,445154
hsa-miR-130a-3p,24497
hsa-miR-375-3p,1832
hsa-let-7e-5p,15625
hsa-miR-636,24497
hsa-miR-195-5p,6089
hsa-miR-150-5p,13089
hsa-miR-24-3p,3386
hsa-miR-936,4212
hsa-miR-595,14888
hsa-miR-199a-3p,24497
hsa-miR-153-3p,5743
hsa-miR-146a-5p,13342
hsa-miR-195-5p,455658
hsa-miR-191-3p,5288209
hsa-miR-412-3p,3564
hsa-miR-129-5p,3564
hsa-miR-221-3p,36314
hsa-let-7b-5p,122634
hsa-miR-422a,164676
hsa-miR-34b-3p,119307
hsa-miR-27b-5p,89594
hsa-miR-135a-3p,3028194
hsa-miR-500a-5p,229455
hsa-miR-367-3p,3117
hsa-miR-409-3p,5288209
hsa-miR-148a-3p,444795
hsa-miR-125a-3p,135398735
hsa-miR-199a-3p,23973
hsa-miR-512-3p,23973
hsa-miR-526b-5p,2336
hsa-miR-205-5p,5288826
hsa-miR-187-3p,451668
hsa-miR-593-3p,5790
hsa-miR-135a-5p,3564
hsa-miR-92a-3p,2336
hsa-miR-100-5p,31401
hsa-miR-22-5p,36314
hsa-miR-524-3p,11953817
hsa-miR-30c-1-3p,784
hsa-miR-30c-1-3p,451668
hsa-miR-1290,7222
hsa-miR-657,784
hsa-miR-376c-3p,6013
hsa-miR-766-3p,60823
hsa-miR-99a-5p,444732
hsa-miR-497-5p,73581
hsa-miR-375-3p,4212
hsa-miR-518d-3p,6623
hsa-miR-222-5p,3071
hsa-miR-510-5p,60953
hsa-miR-1290,122634
hsa-miR-149-5p,3386
hsa-miR-409-5p,5073
hsa-miR-921,5702198
hsa-miR-1275,14888
hsa-miR-320c,36462
hsa-miR-518d-5p,119307
hsa-miR-381-3p,5283344
hsa-miR-611,5793
hsa-miR-363-3p,126290
hsa-miR-211-5p,446220
hsa-miR-642a-5p,3386
hsa-miR-632,60852
hsa-miR-766-3p,2995
hsa-miR-660-5p,14888
hsa-miR-153-3p,89594
hsa-miR-509-3p,14888
hsa-miR-493-3p,784
hsa-miR-1227-3p,444732
hsa-miR-320d,4158
hsa-miR-374b-5p,5288826
hsa-miR-367-3p,60700
hsa-miR-502-3p,2578
hsa-let-7e-5p,31401
hsa-miR-590-5p,784
hsa-miR-449b-5p,5311
hsa-let-7c-5p,4095
hsa-miR-197-3p,5280961
hsa-miR-632,712
hsa-miR-222-3p,216239
hsa-miR-632,3117
hsa-miR-329-3p,11953817
hsa-miR-671-5p,5793
hsa-miR-219a-1-3p,6623
hsa-miR-431-5p,444795
hsa-miR-30b-5p,5288826
hsa-miR-139-5p,4212
hsa-miR-135b-5p,3229
hsa-miR-671-5p,23973
hsa-miR-106a-5p,1832
hsa-miR-551a,5283740
hsa-miR-651-5p,712
hsa-miR-153-3p,712
hsa-miR-452-5p,23973
hsa-miR-653-5p,15625
hsa-miR-17-5p,3121
hsa-miR-607,4095
hsa-miR-328-3p,2336
hsa-miR-19b-3p,107985
hsa-miR-182-5p,5281708
hsa-miR-632,444795
hsa-miR-32-5p,3229
hsa-miR-22-5p,5281708
hsa-miR-337-3p,122634
hsa-miR-183-5p,3229
hsa-miR-195-5p,24497
hsa-miR-603,5288209
hsa-miR-92a-1-5p,3564
hsa-miR-330-3p,47318
hsa-miR-202-5p,4095
hsa-miR-150-5p,148124
hsa-miR-196a-5p,5288209
hsa-miR-581,444795
hsa-miR-542-5p,60750
hsa-miR-494-3p,5311
hsa-miR-432-5p,135398735
hsa-miR-423-5p,5743
hsa-miR-493-3p,89594
hsa-miR-363-3p,969516
hsa-miR-518e-3p,3385
hsa-miR-133a-3p,5283344
hsa-miR-425-5p,148124
hsa-miR-513b-5p,5743
hsa-miR-888-5p,6089
hsa-miR-371a-5p,5281708
hsa-miR-140-5p,784
hsa-miR-24-3p,5311
hsa-miR-1469,6623
hsa-miR-24-3p,4091
hsa-miR-518c-3p,8642
hsa-miR-518e-3p,13342
hsa-miR-326,15625
hsa-miR-191-5p,6013
hsa-miR-497-5p,444732
hsa-miR-187-3p,2336
hsa-miR-373-3p,5283740
hsa-miR-141-3p,11953817
hsa-miR-29b-3p,455658
hsa-miR-149-3p,11953817
hsa-miR-526a-5p,3028194
hsa-let-7b-5p,445154
hsa-miR-492,5288826
hsa-miR-518c-3p,162282
hsa-miR-766-3p,5283740
hsa-miR-596,969516
hsa-miR-593-3p,4095
hsa-miR-454-3p,2336
hsa-miR-340-5p,60700
hsa-miR-550a-3p,6089
hsa-miR-185-5p,6279
hsa-miR-130a-3p,135398735
hsa-miR-330-3p,2578
hsa-miR-196a-5p,9444
hsa-miR-454-5p,3071
hsa-miR-502-5p,229455
hsa-miR-27b-5p,5311
hsa-miR-650,5757
hsa-miR-376a-3p,3229
hsa-miR-613,5757
hsa-miR-362-3p,5288209
hsa-miR-519c-3p,455658
hsa-miR-192-5p,5790
hsa-miR-582-5p,5793
hsa-miR-193a-5p,5280961
hsa-miR-212-3p,60852
